open,high,low,close,barSize,date
134.1575,134.1825,134.06,134.1375,MIN_15,2015-01-29 15:30:00
134.1375,134.15,134.03,134.0525,MIN_15,2015-01-29 15:45:00
134.0525,134.0875,133.905,133.9575,MIN_15,2015-01-29 16:00:00
133.9575,133.9975,133.835,133.8775,MIN_15,2015-01-29 16:15:00
133.8775,133.9375,133.805,133.9175,MIN_15,2015-01-29 16:30:00
133.9175,133.945,133.835,133.9175,MIN_15,2015-01-29 16:45:00
133.9175,133.95,133.8725,133.9125,MIN_15,2015-01-29 17:00:00
133.9125,133.945,133.82,133.8725,MIN_15,2015-01-29 17:15:00
133.8725,133.89,133.775,133.795,MIN_15,2015-01-29 17:30:00
133.795,133.805,133.7475,133.765,MIN_15,2015-01-29 17:45:00
133.765,133.785,133.6375,133.71,MIN_15,2015-01-29 18:00:00
133.71,133.7475,133.6275,133.715,MIN_15,2015-01-29 18:15:00
133.715,133.72,133.635,133.665,MIN_15,2015-01-29 18:30:00
133.665,133.73,133.625,133.6675,MIN_15,2015-01-29 18:45:00
133.6675,133.6675,133.605,133.645,MIN_15,2015-01-29 19:00:00
133.645,133.6825,133.585,133.6225,MIN_15,2015-01-29 19:15:00
133.6225,133.66,133.6,133.63,MIN_15,2015-01-29 19:30:00
133.63,133.685,133.6025,133.685,MIN_15,2015-01-29 19:45:00
133.685,133.7475,133.68,133.72,MIN_15,2015-01-29 20:00:00
133.72,133.7225,133.6075,133.6075,MIN_15,2015-01-29 20:15:00
133.6075,133.665,133.595,133.6075,MIN_15,2015-01-29 20:30:00
133.6075,133.6925,133.6075,133.6875,MIN_15,2015-01-29 20:45:00
133.6875,133.6975,133.5975,133.6675,MIN_15,2015-01-29 21:00:00
133.6675,133.675,133.545,133.6,MIN_15,2015-01-29 21:15:00
133.6,133.6175,133.55,133.5825,MIN_15,2015-01-29 21:30:00
133.5825,133.6375,133.56,133.595,MIN_15,2015-01-29 21:45:00
133.595,133.6875,133.585,133.6875,MIN_15,2015-01-29 22:00:00
133.6875,133.6875,133.605,133.64,MIN_15,2015-01-29 22:15:00
133.64,133.66,133.6,133.61,MIN_15,2015-01-29 22:30:00
133.61,133.66,133.57,133.625,MIN_15,2015-01-29 22:45:00
133.625,133.6325,133.4,133.43,MIN_15,2015-01-29 23:00:00
133.43,133.5,133.4,133.425,MIN_15,2015-01-29 23:15:00
133.425,133.5975,133.4025,133.59,MIN_15,2015-01-29 23:30:00
133.59,133.705,133.5675,133.66,MIN_15,2015-01-29 23:45:00
133.66,133.6625,133.49,133.5925,MIN_15,2015-01-30 00:00:00
133.5925,133.7375,133.58,133.6275,MIN_15,2015-01-30 00:15:00
133.6275,133.6625,133.555,133.6125,MIN_15,2015-01-30 00:30:00
133.6125,133.62,133.48,133.48,MIN_15,2015-01-30 00:45:00
133.48,133.5575,133.3475,133.4025,MIN_15,2015-01-30 01:00:00
133.4025,133.4125,133.1375,133.1725,MIN_15,2015-01-30 01:15:00
133.1725,133.195,132.9825,133.1675,MIN_15,2015-01-30 01:30:00
133.1675,133.1775,133.045,133.065,MIN_15,2015-01-30 01:45:00
133.065,133.32,133.0375,133.2425,MIN_15,2015-01-30 02:00:00
133.2425,133.32,133.17,133.2475,MIN_15,2015-01-30 02:15:00
133.2475,133.43,133.2075,133.39,MIN_15,2015-01-30 02:30:00
133.39,133.5425,133.3125,133.49,MIN_15,2015-01-30 02:45:00
133.49,133.6075,133.44,133.4675,MIN_15,2015-01-30 03:00:00
133.4675,133.6,133.44,133.5,MIN_15,2015-01-30 03:15:00
133.5,133.6325,133.4975,133.625,MIN_15,2015-01-30 03:30:00
133.625,133.735,133.4175,133.435,MIN_15,2015-01-30 03:45:00
133.435,133.535,133.3525,133.42,MIN_15,2015-01-30 04:00:00
133.42,133.52,133.385,133.4375,MIN_15,2015-01-30 04:15:00
133.4375,133.45,133.2225,133.225,MIN_15,2015-01-30 04:30:00
133.225,133.3275,133.1125,133.1525,MIN_15,2015-01-30 04:45:00
133.1525,133.1675,133.02,133.095,MIN_15,2015-01-30 05:00:00
133.095,133.2175,133.0175,133.0625,MIN_15,2015-01-30 05:15:00
133.0625,133.3375,133.02,133.215,MIN_15,2015-01-30 05:30:00
133.215,133.2275,132.9125,132.9275,MIN_15,2015-01-30 05:45:00
132.9275,133.0575,132.8525,132.955,MIN_15,2015-01-30 06:00:00
132.955,133.09,132.8175,133.02,MIN_15,2015-01-30 06:15:00
133.02,133.2675,133.02,133.0825,MIN_15,2015-01-30 06:30:00
133.0825,133.125,132.955,132.9975,MIN_15,2015-01-30 06:45:00
132.9975,133.1175,132.9225,133.0675,MIN_15,2015-01-30 07:00:00
133.0675,133.1425,132.92,132.92,MIN_15,2015-01-30 07:15:00
132.92,132.92,132.7225,132.7575,MIN_15,2015-01-30 07:30:00
132.7575,132.795,132.51,132.5425,MIN_15,2015-01-30 07:45:00
132.5425,132.7475,132.43,132.4975,MIN_15,2015-01-30 08:00:00
132.4975,132.605,132.3725,132.565,MIN_15,2015-01-30 08:15:00
132.565,132.6375,132.52,132.63,MIN_15,2015-01-30 08:30:00
132.63,132.6875,132.51,132.6025,MIN_15,2015-01-30 08:45:00
132.6025,132.7725,132.6,132.72,MIN_15,2015-01-30 09:00:00
132.72,132.7875,132.68,132.745,MIN_15,2015-01-30 09:15:00
132.745,132.7475,132.585,132.615,MIN_15,2015-01-30 09:30:00
132.615,132.6175,132.465,132.535,MIN_15,2015-01-30 09:45:00
132.535,132.65,132.53,132.6125,MIN_15,2015-01-30 10:00:00
132.6125,132.69,132.565,132.66,MIN_15,2015-01-30 10:15:00
132.66,132.705,132.58,132.625,MIN_15,2015-01-30 10:30:00
132.625,132.715,132.585,132.615,MIN_15,2015-01-30 10:45:00
132.615,132.6875,132.585,132.6875,MIN_15,2015-01-30 11:00:00
132.6875,132.84,132.66,132.835,MIN_15,2015-01-30 11:15:00
132.835,132.8775,132.765,132.7975,MIN_15,2015-01-30 11:30:00
132.7975,132.8475,132.6625,132.705,MIN_15,2015-01-30 11:45:00
132.705,132.7525,132.595,132.6925,MIN_15,2015-01-30 12:00:00
132.6925,132.695,132.5525,132.625,MIN_15,2015-01-30 12:15:00
132.625,132.8,132.5925,132.7825,MIN_15,2015-01-30 12:30:00
132.7825,132.825,132.6675,132.675,MIN_15,2015-01-30 12:45:00
132.675,132.745,132.5725,132.595,MIN_15,2015-01-30 13:00:00
132.595,132.6,132.4825,132.5625,MIN_15,2015-01-30 13:15:00
132.5625,132.5675,132.475,132.5025,MIN_15,2015-01-30 13:30:00
132.5025,132.7375,132.49,132.6525,MIN_15,2015-01-30 13:45:00
132.4775,132.615,132.435,132.505,MIN_15,2015-02-01 14:15:00
132.505,132.6825,132.49,132.53,MIN_15,2015-02-01 14:30:00
132.53,132.6025,132.48,132.52,MIN_15,2015-02-01 14:45:00
132.52,132.52,132.365,132.4775,MIN_15,2015-02-01 15:00:00
132.4775,132.6375,132.4775,132.5175,MIN_15,2015-02-01 15:15:00
132.5175,132.545,132.425,132.49,MIN_15,2015-02-01 15:30:00
132.49,132.5325,132.44,132.515,MIN_15,2015-02-01 15:45:00
132.515,132.6325,132.4625,132.6325,MIN_15,2015-02-01 16:00:00
132.6325,132.7225,132.61,132.645,MIN_15,2015-02-01 16:15:00
132.645,132.7825,132.565,132.7775,MIN_15,2015-02-01 16:30:00
132.7775,132.8325,132.71,132.75,MIN_15,2015-02-01 16:45:00
132.75,132.805,132.685,132.73,MIN_15,2015-02-01 17:00:00
132.73,132.795,132.69,132.7075,MIN_15,2015-02-01 17:15:00
132.7075,132.995,132.7075,132.9725,MIN_15,2015-02-01 17:30:00
132.9725,133.1,132.9175,133.0875,MIN_15,2015-02-01 17:45:00
133.0875,133.1625,133.03,133.15,MIN_15,2015-02-01 18:00:00
133.15,133.19,133.03,133.03,MIN_15,2015-02-01 18:15:00
133.03,133.0875,132.9975,133.02,MIN_15,2015-02-01 18:30:00
133.02,133.3225,133.02,133.315,MIN_15,2015-02-01 18:45:00
133.315,133.3875,133.195,133.215,MIN_15,2015-02-01 19:00:00
133.215,133.2425,133.155,133.1775,MIN_15,2015-02-01 19:15:00
133.1775,133.2075,133.1325,133.1775,MIN_15,2015-02-01 19:30:00
133.1775,133.26,133.1475,133.26,MIN_15,2015-02-01 19:45:00
133.26,133.2825,133.1375,133.1525,MIN_15,2015-02-01 20:00:00
133.1525,133.245,133.1425,133.22,MIN_15,2015-02-01 20:15:00
133.22,133.26,133.1325,133.14,MIN_15,2015-02-01 20:30:00
133.14,133.1675,133.1075,133.11,MIN_15,2015-02-01 20:45:00
133.11,133.13,133.055,133.0675,MIN_15,2015-02-01 21:00:00
133.0675,133.1,133.005,133.015,MIN_15,2015-02-01 21:15:00
133.015,133.0975,133.015,133.07,MIN_15,2015-02-01 21:30:00
133.07,133.12,133.015,133.0975,MIN_15,2015-02-01 21:45:00
133.0975,133.1175,132.9025,133.0025,MIN_15,2015-02-01 22:00:00
133.0025,133.0025,132.905,132.965,MIN_15,2015-02-01 22:15:00
132.965,132.995,132.885,132.9425,MIN_15,2015-02-01 22:30:00
132.9425,133.02,132.89,132.995,MIN_15,2015-02-01 22:45:00
132.995,133.0675,132.9575,133.0,MIN_15,2015-02-01 23:00:00
133.0,133.065,132.9175,132.9975,MIN_15,2015-02-01 23:15:00
132.9975,133.0425,132.9725,133.0325,MIN_15,2015-02-01 23:30:00
133.0325,133.1025,133.015,133.045,MIN_15,2015-02-01 23:45:00
133.045,133.1275,132.9625,133.015,MIN_15,2015-02-02 00:00:00
133.015,133.3175,133.005,133.2875,MIN_15,2015-02-02 00:15:00
133.2875,133.535,133.2775,133.4675,MIN_15,2015-02-02 00:30:00
133.4675,133.525,133.285,133.3025,MIN_15,2015-02-02 00:45:00
133.3025,133.41,133.255,133.255,MIN_15,2015-02-02 01:00:00
133.255,133.2875,133.1725,133.21,MIN_15,2015-02-02 01:15:00
133.21,133.38,133.2,133.3075,MIN_15,2015-02-02 01:30:00
133.3075,133.6,133.23,133.5975,MIN_15,2015-02-02 01:45:00
133.5975,133.5975,133.2825,133.3325,MIN_15,2015-02-02 02:00:00
133.3325,133.5125,133.3275,133.475,MIN_15,2015-02-02 02:15:00
133.475,133.475,133.3375,133.38,MIN_15,2015-02-02 02:30:00
133.38,133.44,133.2825,133.2875,MIN_15,2015-02-02 02:45:00
133.2875,133.4225,133.265,133.4175,MIN_15,2015-02-02 03:00:00
133.4175,133.4275,133.1575,133.3225,MIN_15,2015-02-02 03:15:00
133.3225,133.405,133.26,133.315,MIN_15,2015-02-02 03:30:00
133.315,133.3325,133.2,133.2475,MIN_15,2015-02-02 03:45:00
133.2475,133.27,133.1025,133.105,MIN_15,2015-02-02 04:00:00
133.105,133.2025,133.0675,133.0925,MIN_15,2015-02-02 04:15:00
133.0925,133.2175,133.075,133.1525,MIN_15,2015-02-02 04:30:00
133.1525,133.2175,133.055,133.1225,MIN_15,2015-02-02 04:45:00
133.1225,133.165,133.005,133.0475,MIN_15,2015-02-02 05:00:00
133.0475,133.1075,132.985,133.0325,MIN_15,2015-02-02 05:15:00
133.0325,133.125,132.96,133.12,MIN_15,2015-02-02 05:30:00
133.12,133.1725,133.0575,133.07,MIN_15,2015-02-02 05:45:00
133.07,133.185,133.03,133.1375,MIN_15,2015-02-02 06:00:00
133.1375,133.2025,133.0525,133.0725,MIN_15,2015-02-02 06:15:00
133.0725,133.2275,133.04,133.16,MIN_15,2015-02-02 06:30:00
133.16,133.3375,133.1375,133.32,MIN_15,2015-02-02 06:45:00
133.32,133.3425,133.0125,133.0925,MIN_15,2015-02-02 07:00:00
133.0925,133.1175,132.9975,133.08,MIN_15,2015-02-02 07:15:00
133.08,133.2025,133.0025,133.155,MIN_15,2015-02-02 07:30:00
133.155,133.16,132.9825,132.9975,MIN_15,2015-02-02 07:45:00
132.9975,133.2175,132.95,133.0125,MIN_15,2015-02-02 08:00:00
133.0125,133.0875,132.9725,133.0875,MIN_15,2015-02-02 08:15:00
133.0875,133.1625,133.035,133.125,MIN_15,2015-02-02 08:30:00
133.125,133.1675,133.0175,133.0175,MIN_15,2015-02-02 08:45:00
133.0175,133.1,132.9625,133.025,MIN_15,2015-02-02 09:00:00
133.025,133.135,133.02,133.1275,MIN_15,2015-02-02 09:15:00
133.1275,133.135,132.975,132.99,MIN_15,2015-02-02 09:30:00
132.99,132.9925,132.9025,132.9475,MIN_15,2015-02-02 09:45:00
132.9475,132.995,132.89,132.985,MIN_15,2015-02-02 10:00:00
132.985,133.06,132.9225,133.0425,MIN_15,2015-02-02 10:15:00
133.0425,133.065,132.8925,132.9025,MIN_15,2015-02-02 10:30:00
132.9025,132.975,132.8575,132.86,MIN_15,2015-02-02 10:45:00
132.86,133.0275,132.8425,132.995,MIN_15,2015-02-02 11:00:00
132.995,133.04,132.955,133.0025,MIN_15,2015-02-02 11:15:00
133.0025,133.085,132.9925,133.055,MIN_15,2015-02-02 11:30:00
133.055,133.0575,132.98,133.005,MIN_15,2015-02-02 11:45:00
133.005,133.1525,132.98,133.125,MIN_15,2015-02-02 12:00:00
133.125,133.155,133.05,133.1075,MIN_15,2015-02-02 12:15:00
133.1075,133.2725,133.09,133.235,MIN_15,2015-02-02 12:30:00
133.235,133.31,133.1425,133.17,MIN_15,2015-02-02 12:45:00
133.17,133.2525,133.1475,133.21,MIN_15,2015-02-02 13:00:00
133.21,133.245,133.2,133.24,MIN_15,2015-02-02 13:15:00
133.24,133.4075,133.2275,133.39,MIN_15,2015-02-02 13:30:00
133.39,133.465,133.34,133.37,MIN_15,2015-02-02 13:45:00
133.4125,133.4225,133.305,133.3525,MIN_15,2015-02-02 14:15:00
133.3525,133.3925,133.315,133.33,MIN_15,2015-02-02 14:30:00
133.33,133.4325,133.2925,133.4025,MIN_15,2015-02-02 14:45:00
133.4025,133.4625,133.36,133.4225,MIN_15,2015-02-02 15:00:00
133.4225,133.44,133.3625,133.3825,MIN_15,2015-02-02 15:15:00
133.3825,133.3825,133.3125,133.34,MIN_15,2015-02-02 15:30:00
133.34,133.4025,133.33,133.34,MIN_15,2015-02-02 15:45:00
133.34,133.3425,133.165,133.2,MIN_15,2015-02-02 16:00:00
133.2,133.24,133.175,133.2225,MIN_15,2015-02-02 16:15:00
133.2225,133.26,133.105,133.105,MIN_15,2015-02-02 16:30:00
133.105,133.145,133.03,133.0525,MIN_15,2015-02-02 16:45:00
133.0525,133.115,133.0175,133.04,MIN_15,2015-02-02 17:00:00
133.04,133.1275,133.03,133.065,MIN_15,2015-02-02 17:15:00
133.065,133.12,132.99,133.12,MIN_15,2015-02-02 17:30:00
133.12,133.12,132.975,133.02,MIN_15,2015-02-02 17:45:00
133.02,133.0725,132.98,133.035,MIN_15,2015-02-02 18:00:00
133.035,133.05,132.9925,133.0325,MIN_15,2015-02-02 18:15:00
133.0325,133.0775,133.015,133.07,MIN_15,2015-02-02 18:30:00
133.07,133.07,133.0175,133.065,MIN_15,2015-02-02 18:45:00
133.065,133.0725,133.005,133.03,MIN_15,2015-02-02 19:00:00
133.03,133.065,133.0,133.025,MIN_15,2015-02-02 19:15:00
133.025,133.1625,132.995,133.04,MIN_15,2015-02-02 19:30:00
133.04,133.0675,132.805,132.83,MIN_15,2015-02-02 19:45:00
132.83,132.8375,132.5175,132.7075,MIN_15,2015-02-02 20:00:00
132.7075,132.7875,132.62,132.635,MIN_15,2015-02-02 20:15:00
132.635,132.6375,132.39,132.475,MIN_15,2015-02-02 20:30:00
132.475,132.6675,132.4575,132.6575,MIN_15,2015-02-02 20:45:00
132.6575,132.6575,132.475,132.585,MIN_15,2015-02-02 21:00:00
132.585,132.6,132.4025,132.45,MIN_15,2015-02-02 21:15:00
132.45,132.59,132.4375,132.58,MIN_15,2015-02-02 21:30:00
132.58,132.6425,132.5125,132.58,MIN_15,2015-02-02 21:45:00
132.58,132.63,132.505,132.555,MIN_15,2015-02-02 22:00:00
132.555,132.585,132.4825,132.5575,MIN_15,2015-02-02 22:15:00
132.5575,132.66,132.5225,132.66,MIN_15,2015-02-02 22:30:00
132.66,132.885,132.66,132.865,MIN_15,2015-02-02 22:45:00
132.865,133.0725,132.825,132.9875,MIN_15,2015-02-02 23:00:00
132.9875,133.045,132.9125,132.9275,MIN_15,2015-02-02 23:15:00
132.9275,132.9275,132.7675,132.835,MIN_15,2015-02-02 23:30:00
132.835,132.905,132.6875,132.8475,MIN_15,2015-02-02 23:45:00
132.8475,133.0125,132.665,132.9025,MIN_15,2015-02-03 00:00:00
132.9025,132.9225,132.7125,132.845,MIN_15,2015-02-03 00:15:00
132.845,133.13,132.76,133.02,MIN_15,2015-02-03 00:30:00
133.02,133.1375,132.8975,132.9525,MIN_15,2015-02-03 00:45:00
132.9525,133.0075,132.875,132.95,MIN_15,2015-02-03 01:00:00
132.95,133.0725,132.92,132.965,MIN_15,2015-02-03 01:15:00
132.965,133.0925,132.9225,132.945,MIN_15,2015-02-03 01:30:00
132.945,133.085,132.915,133.0575,MIN_15,2015-02-03 01:45:00
133.0575,133.125,133.0225,133.0675,MIN_15,2015-02-03 02:00:00
133.0675,133.285,133.0425,133.2025,MIN_15,2015-02-03 02:15:00
133.2025,133.33,133.1675,133.3,MIN_15,2015-02-03 02:30:00
133.3,133.455,133.3,133.3475,MIN_15,2015-02-03 02:45:00
133.3475,133.365,133.2725,133.29,MIN_15,2015-02-03 03:00:00
133.29,133.345,133.2625,133.315,MIN_15,2015-02-03 03:15:00
133.315,133.345,133.2,133.2375,MIN_15,2015-02-03 03:30:00
133.2375,133.2675,133.115,133.1625,MIN_15,2015-02-03 03:45:00
133.1625,133.305,133.1175,133.22,MIN_15,2015-02-03 04:00:00
133.22,133.2425,133.0925,133.1175,MIN_15,2015-02-03 04:15:00
133.1175,133.265,133.1075,133.22,MIN_15,2015-02-03 04:30:00
133.22,133.25,133.135,133.1625,MIN_15,2015-02-03 04:45:00
133.1625,133.5475,133.045,133.4925,MIN_15,2015-02-03 05:00:00
133.4925,133.8625,133.485,133.68,MIN_15,2015-02-03 05:15:00
133.68,134.1575,133.6775,134.09,MIN_15,2015-02-03 05:30:00
134.09,134.72,134.09,134.6875,MIN_15,2015-02-03 05:45:00
134.6875,134.74,134.425,134.44,MIN_15,2015-02-03 06:00:00
134.44,134.5125,134.355,134.4125,MIN_15,2015-02-03 06:15:00
134.4125,134.5125,134.3625,134.4225,MIN_15,2015-02-03 06:30:00
134.4225,134.6375,134.39,134.5175,MIN_15,2015-02-03 06:45:00
134.5175,134.6,134.435,134.52,MIN_15,2015-02-03 07:00:00
134.52,134.6,134.46,134.515,MIN_15,2015-02-03 07:15:00
134.515,134.5775,134.455,134.4925,MIN_15,2015-02-03 07:30:00
134.4925,134.5975,134.4875,134.555,MIN_15,2015-02-03 07:45:00
134.555,134.8525,134.49,134.7975,MIN_15,2015-02-03 08:00:00
134.7975,134.935,134.74,134.8925,MIN_15,2015-02-03 08:15:00
134.8925,134.9625,134.75,134.77,MIN_15,2015-02-03 08:30:00
134.77,134.795,134.56,134.6625,MIN_15,2015-02-03 08:45:00
134.6625,134.715,134.5875,134.7,MIN_15,2015-02-03 09:00:00
134.7,134.755,134.62,134.74,MIN_15,2015-02-03 09:15:00
134.74,134.7425,134.6175,134.67,MIN_15,2015-02-03 09:30:00
134.67,134.715,134.615,134.6275,MIN_15,2015-02-03 09:45:00
134.6275,134.825,134.6275,134.805,MIN_15,2015-02-03 10:00:00
134.805,135.185,134.6875,135.1575,MIN_15,2015-02-03 10:15:00
135.1575,135.195,134.8575,134.96,MIN_15,2015-02-03 10:30:00
134.96,135.0925,134.9,134.9225,MIN_15,2015-02-03 10:45:00
134.9225,135.0125,134.8525,134.975,MIN_15,2015-02-03 11:00:00
134.975,135.11,134.9625,135.0475,MIN_15,2015-02-03 11:15:00
135.0475,135.065,134.9225,135.0525,MIN_15,2015-02-03 11:30:00
135.0525,135.12,135.005,135.105,MIN_15,2015-02-03 11:45:00
135.105,135.1225,135.06,135.095,MIN_15,2015-02-03 12:00:00
135.095,135.1,135.0,135.015,MIN_15,2015-02-03 12:15:00
135.015,135.04,134.91,134.9125,MIN_15,2015-02-03 12:30:00
134.9125,134.9625,134.8775,134.935,MIN_15,2015-02-03 12:45:00
134.935,134.9825,134.89,134.945,MIN_15,2015-02-03 13:00:00
134.945,135.0575,134.945,135.0075,MIN_15,2015-02-03 13:15:00
135.0075,135.0325,134.9575,134.97,MIN_15,2015-02-03 13:30:00
134.97,134.9825,134.8625,134.97,MIN_15,2015-02-03 13:45:00
134.9425,134.945,134.8675,134.895,MIN_15,2015-02-03 14:15:00
134.895,134.9625,134.8925,134.9,MIN_15,2015-02-03 14:30:00
134.9,134.9025,134.7675,134.7725,MIN_15,2015-02-03 14:45:00
134.7725,134.875,134.7525,134.81,MIN_15,2015-02-03 15:00:00
134.81,134.87,134.7025,134.86,MIN_15,2015-02-03 15:15:00
134.86,134.905,134.85,134.905,MIN_15,2015-02-03 15:30:00
134.905,134.9575,134.7775,134.8,MIN_15,2015-02-03 15:45:00
134.8,134.9125,134.795,134.8475,MIN_15,2015-02-03 16:00:00
134.8475,134.9875,134.7825,134.9475,MIN_15,2015-02-03 16:15:00
134.9475,135.06,134.91,135.0375,MIN_15,2015-02-03 16:30:00
135.0375,135.0475,134.98,135.01,MIN_15,2015-02-03 16:45:00
135.01,135.0975,134.925,135.095,MIN_15,2015-02-03 17:00:00
135.095,135.36,135.09,135.2525,MIN_15,2015-02-03 17:15:00
135.2525,135.305,135.2125,135.2275,MIN_15,2015-02-03 17:30:00
135.2275,135.275,135.1675,135.24,MIN_15,2015-02-03 17:45:00
135.24,135.245,135.12,135.1325,MIN_15,2015-02-03 18:00:00
135.1325,135.1325,135.04,135.06,MIN_15,2015-02-03 18:15:00
135.06,135.145,135.0575,135.115,MIN_15,2015-02-03 18:30:00
135.115,135.205,135.1025,135.1675,MIN_15,2015-02-03 18:45:00
135.1675,135.185,135.095,135.1,MIN_15,2015-02-03 19:00:00
135.1,135.1525,135.0775,135.1175,MIN_15,2015-02-03 19:15:00
135.1175,135.1675,135.075,135.1425,MIN_15,2015-02-03 19:30:00
135.1425,135.1675,135.1025,135.155,MIN_15,2015-02-03 19:45:00
135.155,135.255,135.155,135.1875,MIN_15,2015-02-03 20:00:00
135.1875,135.195,135.1125,135.125,MIN_15,2015-02-03 20:15:00
135.125,135.165,135.0125,135.0275,MIN_15,2015-02-03 20:30:00
135.0275,135.1,135.01,135.0675,MIN_15,2015-02-03 20:45:00
135.0675,135.08,134.9575,135.025,MIN_15,2015-02-03 21:00:00
135.025,135.1275,134.97,135.085,MIN_15,2015-02-03 21:15:00
135.085,135.135,135.065,135.1325,MIN_15,2015-02-03 21:30:00
135.1325,135.2075,135.1125,135.125,MIN_15,2015-02-03 21:45:00
135.125,135.135,134.985,135.01,MIN_15,2015-02-03 22:00:00
135.01,135.13,134.9575,135.13,MIN_15,2015-02-03 22:15:00
135.13,135.1725,134.91,135.07,MIN_15,2015-02-03 22:30:00
135.07,135.0825,134.9775,135.0375,MIN_15,2015-02-03 22:45:00
135.0375,135.055,134.81,134.82,MIN_15,2015-02-03 23:00:00
134.82,134.8275,134.6625,134.725,MIN_15,2015-02-03 23:15:00
